Trial_ID,Trial_Name,SppComposition_Label,PlantingYear,Project_Name,EP,Trial_Type,Latitude,Longitude,Elevation,Slope,Aspect,BGCv12,BGC,SS_NoSpace,SMR,SNR,SiteSoilFactor1,SiteSoilFactor2,SiteSoilFactor3,SitePrep,PlantingDate,PlantingSeason,Comments_Site
-486640000,,S-Fdc91Cw5Bg2Pw2-10-4.3-32/I-850(04),1994,RESULTS,,Operational,49.04445788,-124.0108172,,,,CWHxm1,CWHxm1,CWHxm1/01,,,,,,,1994-03-31,3,
-381980000,,S-Pli84Sx16-9-2.5-18/O-933(05),1996,RESULTS,,Operational,55.78719681,-121.5447502,,,,BWBSmw,BWBSmw,BWBSmw1/05,,,,,,,1996-06-24,6,
7,,S-Pli71Sx27Bl2-12-3.0-14/E-1200(10),1995,RESULTS,,Operational,55.55952039,-126.6803027,,,,SBSmc2,SBSmc2,ESSFwv/01,,,,,,,1995-06-20,6,
-273760000,,S-Sx69Ba22Yc9-10-2.0-16/O-844(03),1996,RESULTS,,Operational,49.64523508,-121.5704267,,,,MHmm2,MHmm2,MHmm2/01,,,,,,,1996-07-18,7,
2040,,S-Cw50Fdc40Ba5Dr5-14-6.0-32/E-600(09),1994,RESULTS,,Operational,50.62691867,-124.8094674,,,,CWHdm,CWHdm,CWHdm/07,,,,,,,1994-05-21,5,
-300260000,,S-Se46Bl32Pli22-12-3.3-12/E-1120(06),1995,RESULTS,,Operational,55.66587532,-124.090107,,,,ESSFmv3,ESSFmv3,ESSFmv3/01,,,,,,,1995-06-30,6,
-395330000,,S-Sx52Pli24Hw18Ba6-12-3.4-24/I-1140(07),1994,RESULTS,,Operational,55.76928269,-128.0293627,,,,ICHmc1,ICHmc1,ICHmc1/01,,,,,,,1994-05-18,5,
-657390000,,S-Ba60Yc34Hm6-19-4.8-12/E-664(08),1995,RESULTS,,Operational,50.14387077,-123.7704432,,,,MHmm1,MHmm1,MHmm1,,,,,,,1995-09-17,9,
-76420000,,S-Pli72Lw22Fdi6-10-2.5-18/O-825(06),1996,RESULTS,,Operational,49.27399275,-119.7766338,,,,IDFdk1,IDFdk1,IDFdk1/01,,,,,,,1996-05-31,5,
-549570000,,S-Cw61Py21Fdc18-16-5.8-20/E-770(10),1994,RESULTS,,Operational,50.01482721,-122.5400826,,,,CWHds1,CWHds1,CWHds1/03,,,,,,,1994-04-20,4,
2022,,S-Cw56Hw28Dr16-15-9.2-32/E-575(08),1994,RESULTS,,Operational,50.60362319,-124.8161636,,,,CWHdm,CWHdm,CWHdm/07,,,,,,,1994-05-21,5,
209,,S-Bl41Ba28Pli14Sx14Hw3-10-2.0-22/O-900(06),1996,RESULTS,,Operational,54.78078139,-127.7449267,,,,ESSFwv,ESSFwv,CWHws2/04,,,,,,,1996-06-20,6,
-280270000,,S-Fd94Py6-11-1.7-24/O-575(06),1995,RESULTS,,Operational,50.62421078,-122.4507566,,,,IDFww1,IDFww1,,,,,,,,1995-06-05,6,
-76440000,,S-Pli75Fdi18Lw7-10-2.2-18/O-633(04),1996,RESULTS,,Operational,49.26669079,-119.7695211,,,,IDFdk1,IDFdk1,IDFdk1/04,,,,,,,1996-05-31,5,
4097,,S-Pli37At25Lw18Py16Fdi4-10-2.2-20/E-486(07),1997,RESULTS,,Operational,50.55272292,-116.1406574,,,,IDFdk5,IDFdk5,IDFdm2/01,,,,,,,1997-05-02,5,
46902,,S-Hw44Ba25Cw22Sxs9-10-2.7-12/O-800(09),1998,RESULTS,,Operational,54.57048699,-127.9860145,,,,CWHws2,CWHws2,CWHws2/11,,,,,,,1998-06-11,6,
2522,,S-Pli64Fdi23Pw7At3Lw2Cw1-8-2.2-21/E-1200(08),1998,RESULTS,,Operational,51.74719724,-119.5052217,,,,ICHdw3,ICHdw3,ICHmw3/04,,,,,,,1998-05-28,5,
-58260000,,S-Pli79Lw11Fdi9Py1-11-2.5-19/I-908(04),1997,RESULTS,,Operational,50.09108788,-116.047819,,,,MSdw,MSdw,IDFdm2/01,,,,,,,1997-05-20,5,
3550,,S-Pli78Lw15Bl7-10-1.8-18/I-836(10),1998,RESULTS,,Operational,49.14733992,-119.2183352,,,,ESSFdc2,ESSFdc2,ESSFdc1/03,,,,,,,1998-05-15,5,
1642,,S-Hw53Ba17Sx16Pli14-9-2.8-24/I-1000(06),1996,RESULTS,,Operational,55.74991071,-128.053969,,,,ICHmc1,ICHmc1,ICHmc1a/01,,,,,,,1996-06-03,6,
44013,,S-Py39Pli22Lw17Fdi13At9-8-1.5-20/I-583(08),1997,RESULTS,,Operational,50.56715626,-116.148062,,,,IDFdk5,IDFdk5,IDFdm2/03,,,,,,,1997-04-23,4,
-407010000,,S-Sx48Hw35Cw16Bl1-10-2.3-20/I-1097(03),1995,RESULTS,,Operational,55.56129493,-127.7732274,,,,ICHmc1,ICHmc1,ICHmc2/01,,,,,,,1995-05-10,5,
45742,,S-Pli59Fdi23Lw18-12-3.3-22/I-990(09),1998,RESULTS,,Operational,50.13440657,-118.0181265,,,,ICHmw2,ICHmw2,ICHmw2/04,,,,,,,1998-06-10,6,
48780,,S-Se83Cw13Hw4-10-2.2-21/I-1067(08),1999,RESULTS,,Operational,51.82753486,-118.4845912,,,,ICHvk1,ICHvk1,ICHvk1/01,,,,,,,1999-07-02,7,
52752,,S-Hw50Sxs20Cw20Ba10-30-15.0-28/E-321(12),1995,RESULTS,,Operational,54.13828798,-128.6338794,,,,CWHvm1,CWHvm1,CWHvm1/09,,,,,,,1995-06-01,6,
54019,,S-Pli100-13-4.3-18/E-1200(10),1998,RESULTS,,Operational,51.19059725,-122.2550997,,,,MSxv,MSxv,IDFdk3/06,,,,,,,1998-05-17,5,
1964,,S-Pli46Fdi40Py14-12-3.9-21/E-1020(09),1999,RESULTS,,Operational,50.82699073,-119.5907478,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,1999-04-12,4,
1949,,S-Fdi52Pli39Py9-10-2.3-21/E-1167(07),1999,RESULTS,,Operational,50.82865801,-119.5965591,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,1999-04-15,4,
57600,,S-Sx66Hw19Cw15-8-2.3-24/I-892(07),1999,RESULTS,,Operational,51.21958912,-117.8130174,,,,ICHvk1,ICHvk1,ICHvk1/01,,,,,,,1999-06-24,6,
51107,,S-Hw45Lw27Sx17Cw9Act1Pw1-11-2.5-27/I-1031(10),2000,RESULTS,,Operational,49.73742626,-118.2306617,,,,ESSFmh,ESSFmh,ICHmw2/01,,,,,,,2000-06-10,6,
58308,,S-Fdi64Lw26Pw5Hw5-11-3.6-29/I-1050(09),1999,RESULTS,,Operational,49.22868068,-117.2040792,,,,ICHdw1,ICHdw1,ICHdw/01,,,,,,,1999-05-18,5,
51083,,S-Fdi42Cw24Hw19Sx10Yc5-10-3.6-18/O-1150(08),1999,RESULTS,,Operational,51.32988289,-118.3811998,,,,ICHwk1,ICHwk1,ICHwk1/04,,,,,,,1999-06-15,6,
58461,,S-Cw33Hw33Sx19Pw10Fdi5-12-2.2-19/E-1040(12),2000,RESULTS,,Operational,50.19775799,-118.0868333,,,,ICHmw2,ICHmw2,ICHmw2/01,,,,,,,2000-06-10,6,
-50340000,,S-Pli49Sx48Bl3-15-4.4-16/O-1120(08),1996,RESULTS,,Operational,54.81588898,-127.6725171,,,,ESSFwv,ESSFwv,ESSFmc/01,,,,,,,1996-06-20,6,
57682,,S-Fdc100-10-3.8-36/E-720(10),1997,RESULTS,,Operational,49.65513177,-124.4349201,,,,CDFmm,CDFmm,CWHxm1/05,,,,,,,1997-03-13,3,
54935,,S-Sx63Pli37-12-2.0-15/E-882(08),1998,RESULTS,,Operational,54.5196352,-124.9254501,,,,SBSmc2,SBSmc2,SBSmc2/02,,,,,,,1998-05-22,5,
-381600000,,S-Pli60At40-19-7.0-18/E-1(11),1996,RESULTS,,Operational,55.66519953,-120.2560803,,,,BWBSmw,BWBSmw,BWBSmw1/01,,,,,,,1996-06-24,6,
120,,S-Lw61Pli25Sxw8Fdi4Cw2-13-3.5-22/I-967(09),1997,RESULTS,,Operational,50.26473923,-115.515589,,,,MSdk,MSdk,ICHmk1/01,,,,,,,1997-05-21,5,
58612,,S-Sx60Pli30Lw10-12-2.0-15/E-720(10),2002,RESULTS,,Operational,51.07174299,-116.6203502,,,,IDFdk5,IDFdk5,IDFdm2/07,,,,,,,2002-05-18,5,
58647,,S-Pli52Lw18Bl14Fdi14Cw1Py1-11-3.7-23/E-1200(08),1998,RESULTS,,Operational,50.73208648,-119.6880268,,,,IDFmw2,IDFmw2,IDFmw2/01,,,,,,,1998-05-20,5,
4235,,S-Pli72Sx23Bl4Cw1-10-2.2-24/E-1120(06),1999,RESULTS,,Operational,52.39223485,-120.9221979,,,,ESSFwk1,ESSFwk1,ICHwk2/01,,,,,,,1999-06-16,6,
-67060000,,S-Pli72Fdi16Lw12-11-2.0-20/E-1000(06),1998,RESULTS,,Operational,50.69642458,-116.2876482,,,,IDFdk5,IDFdk5,IDFg3/01,,,,,,,1998-05-26,5,
68174,,S-Ba72Sx20Hm8-8-2.0-16/E-900(09),2000,RESULTS,,Operational,49.32164443,-121.3286844,,,,MHmm2,MHmm2,MHmm2/01,,,,,,,2000-10-13,10,
68402,,S-Sx74Cw26-8-1.8-15/O-1040(07),2001,RESULTS,,Operational,51.20312474,-117.8475569,,,,ICHvk1,ICHvk1,ESSFvc/04,,,,,,,2001-06-18,6,
68815,,S-Sx73Cw19Hw8-10-2.0-18/I-1138(07),1999,RESULTS,,Operational,51.8373182,-118.4647175,,,,ICHvk1,ICHvk1,ICHvk1/04,,,,,,,1999-07-02,7,
65685,,S-Sx39Bl33Pli21Lw7-11-1.8-30/I-1178(09),1999,RESULTS,,Operational,49.79616105,-118.2878946,,,,ESSFmh,ESSFmh,ICHmw2/03,,,,,,,1999-06-09,6,
6000,,S-Hw100-12-3.0-31/E-800(03),1995,RESULTS,,Operational,49.81836148,-126.8067402,,,,CWHvm1,CWHvm1,CWHb1/05,,,,,,,1995-05-01,5,
61025,,S-Sx100-8-1.8-24/O-1200(08),2001,RESULTS,,Operational,51.43340888,-118.4073412,,,,ICHwk1,ICHwk1,ICHwk1/01,,,,,,,2001-06-21,6,
716,,S-Pli96Sx4-15-3.3-17/I-1111(07),1998,RESULTS,,Operational,55.05501333,-120.9403149,,,,BWBSmw,BWBSmw,BWBSwk1/05,,,,,,,1998-07-15,7,
6005,,S-Hw100-12-3.0-33/E-800(00),1995,RESULTS,,Operational,49.82147214,-126.7824321,,,,CWHvm1,CWHvm1,CWHb1/03,,,,,,,1995-05-01,5,
61552,,S-Sx100-8-1.4-15/O-1080(06),2000,RESULTS,,Operational,51.87575048,-119.0682928,,,,ICHvk1,ICHvk1,ESSFwc2/01,,,,,,,2000-06-12,6,
6034,,S-Hw100-12-4.0-22/E-800(03),1996,RESULTS,,Operational,49.92939259,-127.0315252,,,,CWHvh1,CWHvh1,CWHb1/01,,,,,,,1996-03-01,3,
70180,,S-Pli47Fdi42Lw6Cw3Py2-10-2.4-18/E-1183(09),2001,RESULTS,,Operational,50.72965183,-119.7189739,,,,IDFmw2,IDFmw2,IDFdk2/04,,,,,,,2001-05-15,5,
52289,,S-Fdc65Py28Cw6Plc1-10-2.3-34/E-867(12),2003,RESULTS,,Operational,50.48576906,-122.735384,,,,CWHds1,CWHds1,CWHds1/01,,,,,,,2003-05-27,5,
42539,,S-Hw66Sx15Bl11Pli8-15-5.6-22/E-950(12),1992,RESULTS,,Operational,55.63859357,-128.5705455,,,,ICHmc1,ICHmc1,ICHmc1/01,,,,,,,1992-05-01,5,
59592,,S-Sx92Cw5Hw3-10-2.2-24/I-1057(07),1998,RESULTS,,Operational,51.64959782,-118.1210135,,,,ICHvk1,ICHvk1,ICHvk1/01,,,,,,,1998-06-10,6,
73213,,S-Act70Cw30-7-10.4-40/E-700(07),2000,RESULTS,,Operational,48.76529318,-123.9335084,,,,CWHxm1,CWHxm1,CWHxm1/07,,,,,,,2000-04-04,4,
77340,,S-Fdi34Sx21Cw18Hw13Pw7Yc7-8-2.4-26/I-1083(08),2001,RESULTS,,Operational,51.17770196,-117.7572797,,,,ICHwk1,ICHwk1,ICHwk1/04,,,,,,,2001-05-28,5,
61538,,S-Fdc100-10-4.1-36/E-620(10),1999,RESULTS,,Operational,49.65477634,-124.4339849,,,,CDFmm,CDFmm,CWHxm1/05,,,,,,,1999-03-04,3,
137,,S-Fdi70Pli28Lw2-26-6.6-19/E-950(06),2000,RESULTS,,Operational,50.24145753,-115.6613423,,,,MSdk,MSdk,IDFg3/01,,,,,,,2000-05-17,5,
83211,,S-Fdc82Hw12Mb6-11-8.4-36/E-840(14),1999,RESULTS,,Operational,49.31287787,-124.9135803,,,,CWHxm1,CWHxm1,CWHxm1/05,,,,,,,1999-03-27,3,
73069,,S-Lw38Pli22Pw19Fdi19Sx1Hw1-15-7.3-27/I-1143(15),2000,RESULTS,,Operational,49.9854755,-117.0162176,,,,ICHmw2,ICHmw2,ICHmw2/04,,,,,,,2000-05-25,5,
78280,,S-Sx43Bl24Pw14Fdi10Hw9-11-1.2-20/I-1044(11),2000,RESULTS,,Operational,51.28849059,-118.8617532,,,,ESSFwc2,ESSFwc2,ICHwk1/04,,,,,,,2000-06-23,6,
-719810000,,S-Fdi60Pli40-4-0.4-19/E-1000(05),1999,RESULTS,,Operational,49.6037282,-120.8628274,,,,MSdm2,MSdm2,MSdm2/01,,,,,,,1999-06-10,6,
25837,,S-Pli63Sx23Lw14-18-3.4-12/E-500(07),1993,RESULTS,,Operational,49.17951354,-119.2026119,,,,ESSFdc2,ESSFdc2,ESSFe2/01,,,,,,,1993-06-01,6,
25840,,S-Pli64Lw27Sx9-14-3.6-15/O-500(06),1993,RESULTS,,Operational,49.16505569,-119.20534,,,,ESSFdc2,ESSFdc2,ESSFdc1/01,,,,,,,1993-06-01,6,
56343,,S-Pli98Lw2-8-1.9-19/E-1200(09),1998,RESULTS,,Operational,49.2822809,-119.1785733,,,,ESSFdc2,ESSFdc2,MSdm1/01,,,,,,,1998-06-01,6,
43245,,S-Pli38Lw26Py24Fdi6Sx6-12-2.7-21/E-1160(06),1996,RESULTS,,Operational,49.13922395,-118.7749553,,,,ICHmk1,ICHmk1,ICHmk1/01,,,,,,,1996-05-01,5,
84851,,S-Ba47Se37Yc16-13-2.7-20/E-760(15),2002,RESULTS,,Operational,49.92093655,-121.6720504,,,,ESSFmw2,ESSFmw2,CWHms1/04,,,,,,,2002-11-07,11,
-498330000,,S-Fdi79Pli15Ep4Lw2-18-5.5-18/I-879(08),2000,RESULTS,,Operational,49.92371348,-117.8968057,,,,ICHmw2,ICHmw2,ICHmw2/03,,,,,,,2000-05-20,5,
29681,,S-Sx76Pli24-13-2.3-12/E-1150(07),1995,RESULTS,,Operational,56.3744222,-124.3238457,,,,SBSmk2,SBSmk2,SBSmk2,,,,,,,1995-05-01,5,
84469,,S-Lw37Fdi26Pli19Sx18-7-1.8-21/E-1000(05),1998,RESULTS,,Operational,51.29158868,-119.8943463,,,,ICHmk2,ICHmk2,ICHmw3/04,,,,,,,1998-05-21,5,
84539,,S-Ba82Hw14Yc2Cw2-9-2.0-16/E-739(12),2002,RESULTS,,Operational,49.31013135,-121.5428072,,,,MHmm2,MHmm2,CWHms1/01,,,,,,,2002-10-19,10,
5751,,S-Hw48Cw40Ba7Fdc5-11-9.0-25/I-875(04),1997,RESULTS,,Operational,50.06693632,-127.001733,,,,CWHvm1,CWHvm1,,,,,,,,1997-03-01,3,
33069,,S-Hw45Cw35Fdc20-9-3.9-26/I-800(05),1997,RESULTS,,Operational,50.05652058,-127.0537054,,,,CWHvm1,CWHvm1,,,,,,,,1997-07-01,7,
37482,,S-Hw60Ba40-15-8.0-28/E-900(12),1998,RESULTS,,Operational,49.8369857,-126.126534,,,,CWHvm2,CWHvm2,CWHvm1/01,,,,,,,1998-04-01,4,
37486,,S-Ba47Yc30Hw12Hm11-15-2.2-21/E-840(12),1998,RESULTS,,Operational,49.82361436,-126.2380797,,,,CWHvm1,CWHvm1,CWHvm2/01,,,,,,,1998-04-01,4,
37629,,S-Hw71Cw25Ba4-9-3.4-33/I-800(08),1998,RESULTS,,Operational,49.88691766,-126.4279795,,,,CWHvm1,CWHvm1,CWHvm1/01,,,,,,,1998-04-01,4,
52958,,S-Hw60Cw40-11-2.5-22/E-700(12),1998,RESULTS,,Operational,49.86905421,-126.2448316,,,,CWHvm1,CWHvm1,CWHvm2/03,,,,,,,1998-05-01,5,
37698,,S-Hw36Ba29Yc29Hm6-12-2.8-23/E-804(08),1998,RESULTS,,Operational,49.93441492,-126.0930687,,,,CWHvm2,CWHvm2,CWHvm2/01,,,,,,,1998-04-01,4,
37698,,S-Ba40Hm30Yc30-17-4.0-20/E-900(15),1998,RESULTS,,Operational,49.93578959,-126.0853287,,,,MHmm1,MHmm1,MHmm1/01,,,,,,,1998-04-01,4,
37507,,S-Yc40Hm30Ba30-15-2.5-17/E-800(10),1996,RESULTS,,Operational,50.02431053,-126.122209,,,,MHmm1,MHmm1,MHmm1/04,,,,,,,1996-05-01,5,
34948,,S-Fdc70Bg30-9-5.6-28/E-880(00),1991,RESULTS,,Operational,50.14356091,-125.2056164,,,,CWHxm2,CWHxm2,CWHa1/06,,,,,,,1991-03-01,3,
5822,,S-Hw55Ba45-9-3.1-24/E-887(05),1995,RESULTS,,Operational,50.01280591,-125.6718869,,,,CWHmm1,CWHmm1,CWHb4/01,,,,,,,1995-09-01,9,
32949,,S-Cw88Hw12-11-3.8-25/E-820(05),1997,RESULTS,,Operational,49.71189272,-126.5327889,,,,CWHvh1,CWHvh1,CWHvh1/01,,,,,,,1997-04-01,4,
32953,,S-Cw46Fdc37Hw17-12-2.8-28/E-971(04),1994,RESULTS,,Operational,49.71650204,-126.5555828,,,,CWHvh1,CWHvh1,CWHb1/03,,,,,,,1994-05-01,5,
41124,,S-Hw71Cw29-9-3.8-26/E-600(99),1992,RESULTS,,Operational,50.5501279,-125.4360324,,,,CWHvm1,CWHvm1,CWHvm1/01,,,,,,,1992-02-01,2,
43000,,S-Ba42Hw40Cw18-11-2.7-26/E-862(01),1990,RESULTS,,Operational,50.57001256,-125.4909461,,,,CWHvm1,CWHvm1,CWHb1/05,,,,,,,1990-03-01,3,
43005,,S-Hw74Cw18Ba8-13-4.0-28/E-900(02),1990,RESULTS,,Operational,50.52822118,-125.4803921,,,,CWHvm1,CWHvm1,CWHb1/03,,,,,,,1990-03-01,3,
5480,,S-Hw83Ba7Yc7Cw3-10-2.7-27/O-900(02),1993,RESULTS,,Operational,50.02505735,-125.8990588,,,,CWHmm1,CWHmm1,CWHb3/04,,,,,,,1993-09-01,9,
5486,,S-Hw88Ba9Fdc3-10-3.5-27/O-900(02),1998,RESULTS,,Operational,50.02838542,-125.8454463,,,,CWHmm1,CWHmm1,CWHMM1/01,,,,,,,1998-08-01,8,
5487,,S-Hw66Ba25Yc6Fdc3-9-4.0-28/O-880(05),1995,RESULTS,,Operational,50.02989002,-125.8267349,,,,CWHmm1,CWHmm1,CWHmm2/05,,,,,,,1995-08-01,8,
5490,,S-Hw81Ba19-9-3.5-20/I-900(03),1996,RESULTS,,Operational,50.02929847,-125.9174813,,,,CWHmm1,CWHmm1,CWHmm1/01,,,,,,,1996-08-01,8,
32296,,S-Ba60Hw40-9-2.9-27/E-820(06),1998,RESULTS,,Operational,50.23775864,-125.9251296,,,,CWHmm1,CWHmm1,CWHvm1/05,,,,,,,1998-04-01,4,
32436,,S-Hw43Yc26Fdc23Cw5Ba3-201-3.9-27/E-883(06),1996,RESULTS,,Operational,50.04980825,-125.6906223,,,,CWHmm1,CWHmm1,CWHmm1/05,,,,,,,1996-08-01,8,
32445,,S-Hw96Ba4-11-3.5-28/O-900(05),1998,RESULTS,,Operational,50.17704009,-125.9096816,,,,CWHmm1,CWHmm1,,,,,,,,1998-04-01,4,
32930,,S-Hw58Yc18Ba12Cw12-11-3.6-22/I-900(03),1993,RESULTS,,Operational,50.02081025,-125.6668872,,,,CWHmm1,CWHmm1,CWHb4/06,,,,,,,1993-09-01,9,
34038,,S-Cw82Hw18-12-2.4-16/E-922(04),1996,RESULTS,,Operational,49.76354971,-126.8030759,,,,CWHvh1,CWHvh1,CWHvh1/01,,,,,,,1996-02-01,2,
34043,,S-Hw100-12-4.6-28/E-900(04),1996,RESULTS,,Operational,49.748631,-126.8229415,,,,CWHvh1,CWHvh1,CWHb1/03,,,,,,,1996-02-01,2,
34044,,S-Cw87Hw13-11-2.1-24/E-858(04),1996,RESULTS,,Operational,49.76649576,-126.8180438,,,,CWHvh1,CWHvh1,CWHvm1/03,,,,,,,1996-02-01,2,
39628,,S-Hw70Ba16Yc10Fdc4-9-3.2-24/O-1133(99),1992,RESULTS,,Operational,50.28048988,-125.7774059,,,,CWHmm1,CWHmm1,CWHb3/04,,,,,,,1992-10-01,10,
39640,,S-Hw79Yc11Ba6Fdc4-12-3.4-28/E-1000(07),1998,RESULTS,,Operational,50.10637296,-125.871082,,,,CWHmm1,CWHmm1,CWHmm2/02,,,,,,,1998-09-01,9,
39649,,S-Hw42Ba29Fdc25Yc2Cw2-9-3.6-21/E-900(06),1996,RESULTS,,Operational,50.10933995,-125.778693,,,,CWHmm1,CWHmm1,CWHmm2/01,,,,,,,1996-08-01,8,
39651,,S-Hw69Ba11Fdc11Yc9-12-3.7-27/O-1011(02),1995,RESULTS,,Operational,50.04753189,-125.8930692,,,,CWHmm1,CWHmm1,CWHb4/04,,,,,,,1995-08-01,8,
39652,,S-Hw59Fdc26Ba15-12-3.4-27/O-900(02),1995,RESULTS,,Operational,50.05292376,-125.8940944,,,,CWHmm1,CWHmm1,CWHMM1/01,,,,,,,1995-08-01,8,
39653,,S-Hw70Ba15Cw11Fdc4-11-3.2-20/I-900(03),1993,RESULTS,,Operational,50.05889978,-125.8804439,,,,CWHmm1,CWHmm1,CWHmm1/01,,,,,,,1993-09-01,9,
39663,,S-Hw91Fdc4Ba3Cw2-16-5.0-27/O-900(06),1993,RESULTS,,Operational,50.0916728,-125.8447767,,,,CWHmm1,CWHmm1,CWHmm1/01,,,,,,,1993-09-01,9,
39664,,S-Hw62Ba38-12-3.9-22/I-900(04),1992,RESULTS,,Operational,50.0950645,-125.8351241,,,,CWHmm1,CWHmm1,CWHb4/04,,,,,,,1992-09-01,9,
39667,,S-Hw64Yc19Ba8Cw8Fdc1-12-3.7-27/O-1083(02),1993,RESULTS,,Operational,50.10151365,-125.842665,,,,CWHmm1,CWHmm1,CWHb3/04,,,,,,,1993-09-01,9,
39905,,S-Hw64Fdc17Ba14Yc5-9-2.0-28/O-880(05),1998,RESULTS,,Operational,50.2562893,-125.8976846,,,,CWHmm1,CWHmm1,,,,,,,,1998-04-01,4,
32872,,S-Cw54Hw39Fdc6Ss1-11-3.0-25/E-759(00),1991,RESULTS,,Operational,50.06653099,-127.1821159,,,,CWHvh1,CWHvh1,CWHd/03,,,,,,,1991-04-01,4,
58762,,S-Hw54Cw39Ss7-11-3.1-33/E-840(08),1998,RESULTS,,Operational,50.10712278,-127.4624079,,,,CWHvh1,CWHvh1,CWHvm1/07,,,,,,,1998-05-01,5,
32431,,S-Hw40Fdc34Ba20Yc6-10-3.2-28/O-1133(05),1995,RESULTS,,Operational,50.15652687,-125.7785128,,,,CWHmm1,CWHmm1,CWHmm2/01,,,,,,,1995-08-01,8,
32429,,S-Hw81Cw15Ba4-15-7.5-28/E-1100(06),1990,RESULTS,,Operational,50.12938466,-125.8011598,,,,CWHmm1,CWHmm1,CWHmm1/06,,,,,,,1990-10-01,10,
5493,,S-Hw41Cw23Yc18Fdc18-9-2.9-28/O-900(05),1995,RESULTS,,Operational,50.00143357,-125.8974792,,,,CWHmm1,CWHmm1,,,,,,,,1995-08-01,8,
39662,,S-Hw60Yc23Fdc8Cw6Ba3-10-3.3-22/E-877(06),1998,RESULTS,,Operational,50.08435659,-125.8753987,,,,CWHmm1,CWHmm1,CWHmm2/05,,,,,,,1998-04-01,4,
39643,,S-Hw96Fdc3Ba1-7-2.4-24/H-840(04),1996,RESULTS,,Operational,50.12117017,-125.8304363,,,,CWHmm1,CWHmm1,CWHb4/04,,,,,,,1996-08-01,8,
39637,,S-Hw83Cw13Fdc2Ba2-11-4.8-30/O-880(04),1993,RESULTS,,Operational,50.14304264,-125.8749091,,,,CWHmm1,CWHmm1,CWHb3/06,,,,,,,1993-09-01,9,
41145,,S-Hw60Cw40-10-2.5-18/E-700(02),1993,RESULTS,,Operational,50.42341983,-125.5340315,,,,CWHmm1,CWHmm1,CWHxm/01,,,,,,,1993-04-01,4,
43949,,S-Cw90Hw5Fdc5-13-2.5-20/E-900(10),1998,RESULTS,,Operational,49.83024627,-126.9036041,,,,CWHvh1,CWHvh1,CWHVH1/01,,,,,,,1998-04-01,4,
41545,,S-Fdc73Cw27-9-4.5-30/M-760(05),1996,RESULTS,,Operational,50.56196746,-125.8590796,,,,CWHvm1,CWHvm1,CWHb1/07,,,,,,,1996-03-01,3,
16711,,S-Sx55Cw20Pli11Hw8Bl6-12-3.5-21/E-1000(04),1992,RESULTS,,Operational,55.14276716,-127.3187692,,,,ICHmc1,ICHmc1,ICHmc2/04,,,,,,,1992-06-01,6,
27231,,S-Pli75Sx22Hw3-8-4.3-21/O-1200(03),1995,RESULTS,,Operational,55.57880153,-127.7619531,,,,ICHmc1,ICHmc1,,,,,,,,1995-05-01,5,
16504,,S-Bl60Sx20Pl10Hw10-20-5.0-14/E-900(16),1994,RESULTS,,Operational,55.25818643,-127.8458614,,,,ESSFwv,ESSFwv,ESSFwv/01,,,,,,,1994-08-01,8,
16613,,S-Pl60Hw20Sx20-21-10.0-20/E-1100(16),1994,RESULTS,,Operational,55.58511037,-127.8438835,,,,ICHmc1,ICHmc1,ICHmc2/01,,,,,,,1994-06-01,6,
16692,,S-Pl48Sx46Hw5Bl1-20-10.0-21/E-1100(14),1996,RESULTS,,Operational,55.69537873,-127.6073347,,,,ICHmc1,ICHmc1,ICHmc1/01,,,,,,,1996-07-01,7,
16697,,S-Pl50Sx30Hw20-21-8.0-18/E-1100(16),1995,RESULTS,,Operational,55.62348939,-127.7141526,,,,ICHmc1,ICHmc1,ICHmc1/01,,,,,,,1995-06-01,6,
55693,,S-Sx49Bl28Ba14Hw9-18-7.0-22/E-1111(14),1998,RESULTS,,Operational,55.65528048,-127.9147481,,,,ICHmc1,ICHmc1,ICHmc1/03,,,,,,,1998-06-01,6,
16584,,S-Sx75Hw21Bl4-9-2.4-21/I-960(01),1996,RESULTS,,Operational,55.71430368,-128.0019437,,,,ICHmc1,ICHmc1,ICHmc1/06,,,,,,,1996-07-01,7,
16586,,S-Pl97Hw3-25-14.0-20/E-1067(14),1996,RESULTS,,Operational,55.70632544,-127.9953605,,,,ICHmc1,ICHmc1,ICHmc1/01,,,,,,,1996-07-01,7,
40413,,S-Hw71Ss14Cw10Ba5-13-3.7-27/I-900(09),1997,RESULTS,,Operational,53.73477331,-128.4848805,,,,CWHvm1,CWHvm1,CWHvm1/01,,,,,,,1997-05-01,5,
53819,,S-Ba74Hw13Sx13-13-3.8-22/I-880(11),1997,RESULTS,,Operational,54.70849488,-128.5010788,,,,MHmm2,MHmm2,CWHws2/01,,,,,,,1997-09-01,9,
43567,,S-Ss66Hw27Ba7-9-2.7-32/I-900(06),1997,RESULTS,,Operational,53.71913666,-128.4809988,,,,CWHvm1,CWHvm1,CWHvm1/09,,,,,,,1997-05-01,5,
85436,,S-Sx55Cw31Hw8Fdi5Pw1-10-3.2-22/I-1154(12),2003,RESULTS,,Operational,51.67916478,-118.0831352,,,,ICHvk1,ICHvk1,ICHvk1/01,,,,,,,2003-06-11,6,
